origin_id,country_code,country_de,country_fr,country_en,region_canonical,region_de,region_fr,region_en,appellation_canonical,record_level,appellation_type,legal_scheme,legal_status,source_authority,source_url,legal_basis_url,validated_on,auction_lots_observed,notes_de,notes_fr,notes_en
FR-ORI-VOSNE-ROMANEE,FR,Frankreich,France,France,Bourgogne,Burgund,Bourgogne,Burgundy,Vosne-Romanée,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,3649,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-VOUGEOT,FR,Frankreich,France,France,Bourgogne,Burgund,Bourgogne,Burgundy,Vougeot,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,212,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-CHAMPAGNE,FR,Frankreich,France,France,Champagne,Champagne,Champagne,Champagne,Champagne,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,17229,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-REG-COTE-CHALONNAISE,FR,Frankreich,France,France,Côte Chalonnaise,Côte Chalonnaise,Côte Chalonnaise,Côte Chalonnaise,,region,Wine region (not asserted as protected appellation),AOC/AOP or IGP,regional_reference_only,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,75,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
FR-REG-COTE-DE-BEAUNE,FR,Frankreich,France,France,Côte de Beaune,Côte de Beaune,Côte de Beaune,Côte de Beaune,,region,Wine region (not asserted as protected appellation),AOC/AOP or IGP,regional_reference_only,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,59,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
FR-REG-COTE-DE-NUITS,FR,Frankreich,France,France,Côte de Nuits,Côte de Nuits,Côte de Nuits,Côte de Nuits,,region,Wine region (not asserted as protected appellation),AOC/AOP or IGP,regional_reference_only,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,50,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
FR-ORI-COTES-DU-RHONE-VILLAGES,FR,Frankreich,France,France,Côtes du Rhône Villages,Côtes du Rhône Villages,Côtes du Rhône Villages,Côtes du Rhône Villages,Côtes du Rhône Villages,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,600,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-CAT-VIN-DE-FRANCE,FR,Frankreich,France,France,France,Frankreich,France,France,Vin de France,regulated_category,Wine without protected GI,AOC/AOP or IGP,regulated_non_gi,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,702,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-REG-GUEBERSCHWIHR,FR,Frankreich,France,France,Gueberschwihr,Gueberschwihr,Gueberschwihr,Gueberschwihr,,region,Wine region (not asserted as protected appellation),AOC/AOP or IGP,regional_reference_only,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,55,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
FR-REG-HUNAWIHR,FR,Frankreich,France,France,Hunawihr,Hunawihr,Hunawihr,Hunawihr,,region,Wine region (not asserted as protected appellation),AOC/AOP or IGP,regional_reference_only,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,264,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
FR-REG-JURA,FR,Frankreich,France,France,Jura,Jura,Jura,Jura,,region,Wine region (not asserted as protected appellation),AOC/AOP or IGP,regional_reference_only,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,43,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
FR-ORI-ARBOIS,FR,Frankreich,France,France,Jura,Jura,Jura,Jura,Arbois,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,127,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-COTES-DU-JURA,FR,Frankreich,France,France,Jura,Jura,Jura,Jura,Côtes du Jura,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,201,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-REG-KAYSERSBERG-KIENTZHEIM,FR,Frankreich,France,France,Kaysersberg/Kientzheim,Kaysersberg/Kientzheim,Kaysersberg/Kientzheim,Kaysersberg/Kientzheim,,region,Wine region (not asserted as protected appellation),AOC/AOP or IGP,regional_reference_only,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,125,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
FR-REG-LANGUEDOC-ROUSSILLON,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,,region,Wine region (not asserted as protected appellation),AOC/AOP or IGP,regional_reference_only,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,80,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
FR-ORI-BANYULS,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Banyuls,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,16,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-COLLIOURE,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Collioure,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,13,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-CORBIERES,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Corbières,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,373,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-COTES-DU-ROUSSILLON,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Côtes du Roussillon,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,115,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-COTES-DU-ROUSSILLON-VILLAGES,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Côtes du Roussillon Villages,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,62,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-FAUGERES,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Faugères,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,61,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-HERAULT,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Hérault,appellation,IGP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,111,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-LANGUEDOC,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,86,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-LIMOUX,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Limoux,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,27,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-MAURY,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Maury,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,5,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-MINERVOIS,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Minervois,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,331,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-MINERVOIS-LA-LIVINIERE,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Minervois-La Livinière,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,5,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-PAYS-D-OC,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Pays d'Oc,appellation,IGP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,741,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-PIC-SAINT-LOUP,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Pic Saint-Loup,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,65,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-TERRASSES-DU-LARZAC,FR,Frankreich,France,France,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Languedoc-Roussillon,Terrasses du Larzac,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,3,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-REG-LOIRE-VALLEY,FR,Frankreich,France,France,Loire Valley,Loiretal,Vallée de la Loire,Loire Valley,,region,Wine region (not asserted as protected appellation),AOC/AOP or IGP,regional_reference_only,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,271,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
FR-ORI-ANJOU,FR,Frankreich,France,France,Loire Valley,Loiretal,Vallée de la Loire,Loire Valley,Anjou,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,320,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-CHINON,FR,Frankreich,France,France,Loire Valley,Loiretal,Vallée de la Loire,Loire Valley,Chinon,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,137,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-COTEAUX-DU-LAYON,FR,Frankreich,France,France,Loire Valley,Loiretal,Vallée de la Loire,Loire Valley,Coteaux du Layon,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,255,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-MUSCADET-SEVRE-ET-MAINE,FR,Frankreich,France,France,Loire Valley,Loiretal,Vallée de la Loire,Loire Valley,Muscadet Sèvre et Maine,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,232,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-POUILLY-FUME,FR,Frankreich,France,France,Loire Valley,Loiretal,Vallée de la Loire,Loire Valley,Pouilly-Fumé,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,330,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-QUARTS-DE-CHAUME-GRAND-CRU,FR,Frankreich,France,France,Loire Valley,Loiretal,Vallée de la Loire,Loire Valley,Quarts de Chaume Grand Cru,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,78,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-SANCERRE,FR,Frankreich,France,France,Loire Valley,Loiretal,Vallée de la Loire,Loire Valley,Sancerre,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,703,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-SAUMUR,FR,Frankreich,France,France,Loire Valley,Loiretal,Vallée de la Loire,Loire Valley,Saumur,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,157,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-SAUMUR-CHAMPIGNY,FR,Frankreich,France,France,Loire Valley,Loiretal,Vallée de la Loire,Loire Valley,Saumur-Champigny,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,99,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-SAVENNIERES,FR,Frankreich,France,France,Loire Valley,Loiretal,Vallée de la Loire,Loire Valley,Savennières,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,173,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-TOURAINE,FR,Frankreich,France,France,Loire Valley,Loiretal,Vallée de la Loire,Loire Valley,Touraine,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,80,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-VOUVRAY,FR,Frankreich,France,France,Loire Valley,Loiretal,Vallée de la Loire,Loire Valley,Vouvray,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,848,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-REG-MACONNAIS,FR,Frankreich,France,France,Mâconnais,Mâconnais,Mâconnais,Mâconnais,,region,Wine region (not asserted as protected appellation),AOC/AOP or IGP,regional_reference_only,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,7,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
FR-REG-PROVENCE,FR,Frankreich,France,France,Provence,Provence,Provence,Provence,,region,Wine region (not asserted as protected appellation),AOC/AOP or IGP,regional_reference_only,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,172,Als Weinregion für Hierarchie und Mapping geführt; nicht als geschützte Appellation behauptet.,Conservée comme région viticole pour la hiérarchie et le mapping; aucun statut d'appellation protégée n'est affirmé.,Retained as a wine-region reference for hierarchy and mapping; not asserted as a protected appellation.
FR-ORI-BANDOL,FR,Frankreich,France,France,Provence,Provence,Provence,Provence,Bandol,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,570,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-CASSIS,FR,Frankreich,France,France,Provence,Provence,Provence,Provence,Cassis,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,3,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-COTEAUX-D-AIX-EN-PROVENCE,FR,Frankreich,France,France,Provence,Provence,Provence,Provence,Coteaux d'Aix-en-Provence,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,83,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-COTES-DE-PROVENCE,FR,Frankreich,France,France,Provence,Provence,Provence,Provence,Côtes de Provence,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,472,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-MEDITERRANEE,FR,Frankreich,France,France,Provence,Provence,Provence,Provence,Méditerranée,appellation,IGP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,62,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
FR-ORI-PALETTE,FR,Frankreich,France,France,Provence,Provence,Provence,Provence,Palette,appellation,AOC/AOP,AOC/AOP or IGP,protected_current,INAO and European Commission,https://www.inao.gouv.fr/,https://ec.europa.eu/agriculture/eambrosia/geographical-indications-register/,2026-09-07,26,Geschützter bzw. regulierter Herkunftsname; der offizielle Eigenname wird nicht übersetzt.,Nom d'origine protégé ou réglementé; le nom propre officiel n'est pas traduit.,Protected or regulated origin name; the official proper name is not translated.
